t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,mean_throughput,stdv_throughput,optimal_point,optimal_error,adaptive_point,adaptive_error,ar_point,ar_error
10611.58912,41125.15072,43358.6176,20143.14496,2663.38304,28363.9808,37580.96384,32023.51104,16630.41536,30775.7056,33512.48896,37968.93696,35242.63936,22103.98208,16525.55776,29733.071530666664,12780.915801289826,4,3.11,3,42.07,8.0,1.76
29706.15808,38377.8816,43033.55904,34089.20576,29402.07104,28751.95392,33848.03328,29035.06944,28657.58208,16944.98816,29779.5584,33785.11872,26046.62784,28164.75136,32327.59808,29768.373589333332,6036.3937428157715,7,5.89,6,2.32,7.0,14.2
35158.75328,40852.52096,31016.87808,32956.74368,31195.136,26895.9744,28730.9824,29622.272,38472.25344,35127.296,33627.83232,29800.52992,28227.66592,38619.05408,24777.85088,30546.766506666667,5060.635403501116,6,0.1,4,4.71,7.0,3.79
26801.60256,46493.85984,41261.4656,36228.3008,20793.26208,23666.36032,24987.56608,26476.544,32128.36864,36836.47488,29643.24352,26927.43168,32736.54272,35022.4384,40632.32,29342.65173333334,6552.957587554676,6,3.9,7,17.09,9.0,4.13
34970.0096,44291.85024,44124.07808,32872.8576,27650.94912,20751.31904,19639.82848,15602.81088,28573.696,36060.52864,43285.21728,40191.91808,24683.47904,25448.93952,17385.39008,29478.617088000003,8192.37790925845,6,6.35,3,49.97,7.0,41.59
4928.3072,0.0,26214.4,13254.00064,17678.99136,44428.16512,28416.4096,7340.032,39489.37216,15078.52288,32935.77216,11146.36288,1101.0048,1195.37664,0.0,23083.352063999995,14750.583025782404,8,5.99,14,95.03,7.0,6.89
27231.51872,51443.13856,44407.1936,28248.63744,12740.1984,7004.48768,2726.2976,12499.02592,31237.07904,46294.6304,32820.4288,21883.78112,10590.6176,15854.46912,28479.32416,23677.894656,10953.90334979546,6,2.44,21,8.22,14.0,22.21
27588.03456,46053.45792,40548.43392,43222.30272,24169.6768,26088.57088,11093.93408,14994.6368,26738.688,15959.32672,36165.38624,39583.744,33502.0032,21527.26528,19702.74304,27407.329962666667,8774.244243867,7,4.61,4,52.83,4.0,52.82
26916.94592,46556.7744,46923.776,35525.75488,26549.94432,18350.08,24599.59296,22282.24,18412.99456,29485.95712,28793.89696,25669.14048,27483.17696,20520.63232,34875.63776,26868.01237333333,7447.492042250711,7,2.28,3,73.96,7.0,12.12
26161.9712,34183.5776,35064.38144,32736.54272,30649.87648,25438.45376,24201.13408,22114.46784,8766.09536,9615.44192,28521.2672,27745.32096,29003.61216,24484.2496,32694.59968,26168.262656000003,8572.270777273974,7,7.98,3,32.31,4.0,34.4
31446.79424,43966.79168,31404.8512,42341.49888,42215.66976,30419.18976,32296.1408,31562.1376,26843.5456,36322.67264,31929.1392,30524.04736,30345.78944,30912.02048,40412.11904,33041.328810666666,5575.911332586347,8,3.27,5,27.96,4.0,14.06
35148.26752,41209.0368,35662.06976,26707.23072,33795.60448,34414.26432,36249.27232,34634.46528,18213.76512,29129.44128,30482.10432,26245.85728,27556.57728,27504.14848,30020.73088,29901.193216,5312.840898446282,6,9.18,6,14.06,5.0,13.2
32631.68512,41586.52416,25532.8256,11670.65088,15613.29664,20457.71776,4068.47488,45476.74112,45634.02752,40789.6064,7707.0336,17804.82048,31813.79584,41114.66496,25732.05504,30057.081514666665,10744.937478844291,4,7.32,9,51.56,16.0,11.53
25019.02336,26140.99968,40485.51936,9594.4704,1520.4352,27535.60576,10842.27584,52061.7984,39908.80256,14365.4912,14155.776,14344.51968,25648.16896,23519.55968,0.0,20643.665237333335,13882.658620717346,5,5.85,2,23.91,14.0,11.78
41890.6112,50321.16224,38556.13952,27955.03616,21569.20832,20227.03104,23592.96,30314.33216,23498.58816,22523.41248,28699.52512,23435.6736,24410.84928,25763.51232,26099.05664,26945.257472000005,7189.682828069518,6,0.49,6,22.44,10.0,11.05
36553.35936,50834.96448,33187.4304,36532.38784,31740.39552,26623.34464,27273.46176,28867.29728,24347.93472,24966.59456,23781.70368,29569.8432,32788.97152,25700.59776,35116.81024,28352.446464000004,6252.850944493076,7,7.72,7,4.95,13.0,5.83
1163.91936,7465.86112,40663.77728,6564.08576,54735.6672,43337.64608,29601.30048,16819.15904,12446.59712,22733.12768,23792.18944,31279.02208,41848.66816,28259.1232,30953.96352,25640.828928,12825.106765129569,5,6.69,11,9.27,7.0,17.84
32526.82752,38619.05408,39751.51616,32442.94144,15781.0688,8482.97984,7665.09056,13694.40256,22355.64032,14449.37728,20248.00256,30136.07424,29024.58368,17437.81888,15466.496,21452.117333333335,7756.613757331029,12,1.61,3,82.66,13.0,19.25
31415.33696,39174.79936,41670.41024,36343.64416,24106.76224,24494.73536,32180.79744,29454.49984,29559.35744,10380.9024,10401.87392,23079.15776,31992.05376,34917.5808,32264.68352,26808.942592,7646.294106225814,7,9.22,3,50.78,9.0,18.2
25553.79712,43295.70304,47804.57984,41607.49568,30607.93344,23980.93312,8776.58112,17039.36,23802.6752,32453.4272,39059.456,36962.304,39132.85632,22743.61344,18045.99296,29362.924202666672,8183.716589663848,11,4.34,12,29.45,12.0,21.26
39866.85952,40464.54784,31939.62496,20552.0896,28196.20864,23456.64512,9594.4704,21160.26368,14124.31872,15298.72384,26738.688,31289.50784,27221.03296,23330.816,20300.43136,23951.22346666667,7282.314689479952,6,8.7,2,67.7,10.0,25.15
36081.50016,49492.7872,43023.07328,32505.856,16997.41696,18811.45344,5567.93856,10863.24736,14239.66208,31142.7072,27242.00448,28930.21184,29873.93024,5473.56672,12656.31232,22248.336042666666,11583.489453389195,11,6.19,12,26.24,11.0,20.59
34414.26432,50488.9344,45906.65728,22376.61184,30733.76256,33355.20256,11607.73632,14092.86144,13138.65728,230.68672,47846.52288,49461.32992,40055.6032,23938.99008,16672.3584,26364.69589333334,12419.200735015682,7,7.0,3,82.81,6.0,40.76
